"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_357030" 62.8673819890145 7.7720732754088 1.73067482356543 4.49077618139568 7.09640919717354e-06 9.903352200957e-05 "DCUP_DROME" "chr_17"
"evgLocus_132289" 25.9600063987169 7.99601532543407 1.78104202648674 4.48951524249369 7.1385439473996e-06 9.95362386364297e-05 "HTSF1_MOUSE" "chr_08"
"evgLocus_825536" 203.061226935384 5.20251489131166 1.15918644093123 4.48807431454447 7.18698602923381e-06 0.000100125966186571 "." "chr_05"
"evgLocus_470707" 162.688698114706 4.55495637298034 1.01499877768649 4.48764715102667 7.20140700762315e-06 0.000100241123526624 "RS8_SPOFR" "chr_11"
"evgLocus_51672" 136.804892266725 3.47880556787294 0.775758080151871 4.48439488660162 7.31211398230968e-06 0.000101584173591289 "XBP1_BOVIN" "chr_20"
"evgLocus_347039" 71.3046363523704 5.48597712935321 1.22377374915601 4.48283609052464 7.36575054592414e-06 0.000102179398118331 "." "chr_04"
"evgLocus_895719" 3901.97616612948 4.49811149051551 1.00370694690193 4.48149881237698 7.41206455149419e-06 0.000102734368753731 "RS26_ANOGA" "chr_05"
"evgLocus_147074" 54.6194895493528 4.12788291422617 0.921287349667661 4.48055963833134 7.44475732247236e-06 0.000103099759994715 "RT28_MOUSE" "chr_10"
"evgLocus_255084" 301.512691525474 5.02129420679733 1.12099829950006 4.47930581967584 7.48861788836486e-06 0.000103619057714452 "LYS1_CRAVI" "chr_05"
"evgLocus_478881" 112.771417218652 5.70578312943938 1.2744849911112 4.47693238385226 7.57232190397956e-06 0.000104688314540077 "." "chr_28"
"evgLocus_367478" 1783.55612759657 3.62545854055715 0.810151702814828 4.47503662333942 7.63982162747442e-06 0.00010549093892462 "AK1A1_MOUSE" "chr_08"
"evgLocus_438163" 74.3736484233107 6.030181097677 1.34870282660807 4.47109695235284 7.78194073163632e-06 0.000107222239217791 "." NA
"evgLocus_254981" 14548.7808633128 3.18869549294323 0.713754865496249 4.46749387932542 7.91412749705667e-06 0.000108951378205465 "RS16_SPOFR" "chr_27"
"evgLocus_462461" 129.484876451874 10.3154671787221 2.30912219149232 4.46726778545031 7.92249343542055e-06 0.00010897443250782 "CHS2_CAEEL" "chr_01"
"evgLocus_265050" 44.9174380248929 6.52271712179788 1.46200008267015 4.46150256700737 8.13869712395097e-06 0.0001117595458353 "." "chr_20"
"evgLocus_341979" 60.7630097306176 7.7208975260304 1.73110626867549 4.46009448740419 8.19235272207486e-06 0.000112306949858343 "OBSTE_DROME" "chr_11"
"evgLocus_475238" 52.5377559483513 9.01334455205765 2.02088373231582 4.46010050352024 8.1921227572764e-06 0.000112306949858343 "." "chr_19"
"evgLocus_295789" 89.458564524265 5.65364911592003 1.26774506294867 4.45961043837168 8.2108756316956e-06 0.00011246620734886 "ASPP1_HUMAN" "chr_16"
"evgLocus_565061" 1160.73719065092 5.19440647916932 1.16492087664934 4.45902085136457 8.23349119912421e-06 0.000112681208125157 "NU3M_AEDAE" NA
"evgLocus_751721" 77.4260847983612 4.05472796193825 0.909640938110236 4.45750382602819 8.2919557660349e-06 0.000113290932555071 "." "chr_11"
"evgLocus_57968" 90.3668498453379 7.03099270577983 1.57779670000026 4.45620953940305 8.34214971352992e-06 0.000113881182090988 "." "chr_12"
"evgLocus_285018" 491.727094919185 5.81074675522215 1.3047214054169 4.45363027777216 8.44304385891826e-06 0.000115161986839483 "." "chr_10"
"evgLocus_285384" 37.1070684833268 8.51295621049335 1.91214416903718 4.45204726104928 8.50554388430352e-06 0.000115808830852429 "APOP1_DROME" "chr_20"
"evgLocus_50837" 39.6992763850654 8.60884567896983 1.93504546916272 4.44891131302191 8.63066416231943e-06 0.000116937601121077 "ACADM_DROME" "chr_Z"
"evgLocus_295453" 2499.427769865 5.24229515752869 1.17842785228152 4.44854994506386 8.64519478944372e-06 0.000117037109177789 "." "chr_01"
"evgLocus_749339" 99.5266734174093 9.93623112242556 2.23383959385051 4.44805041050343 8.66531960526632e-06 0.00011721212216891 "RS8_SPOFR" "chr_11"
"evgLocus_763394" 23.2852583971715 7.84027681770503 1.7645544109067 4.44320490728102 8.86286848082333e-06 0.000119388483108924 "ACADM_DROME" "chr_Z"
"evgLocus_324867" 217.67177150063 11.0653143424218 2.49120453547947 4.44175264809886 8.92290976572108e-06 0.000119800913804232 "RS12_DROME" "chr_26"
"evgLocus_451161" 267.807482625436 7.87933928677774 1.77439932216964 4.44056711943696 8.97221146499609e-06 0.000120363621020532 "." NA
"evgLocus_485258" 102.384660758468 6.51497718293038 1.46731775240318 4.44005885723125 8.99342781005598e-06 0.000120548942645738 "." NA
"evgLocus_351516" 132.018724550135 8.15195128775273 1.83737691663345 4.43673326575214 9.13343525083981e-06 0.000122023893761425 "." "chr_14"
"evgLocus_279896" 68.7627242675278 6.74562140932274 1.52069472378241 4.43588137962655 9.16963332882254e-06 0.000122407088846888 "DKC1_DROME" "chr_01"
"evgLocus_50482" 5208.56875703119 5.95597783904787 1.34320861061646 4.43414209228036 9.24396465405952e-06 0.000123096654420289 "NU5M_DROYA" NA
"evgLocus_311452" 123.367171166826 10.2463624954168 2.311339723319 4.43308371852123 9.28947737732948e-06 0.000123601657326134 "CBR3_HUMAN" "chr_28"
"evgLocus_12198" 27.9477963915343 8.10364835361343 1.83072897748752 4.4264598710481 9.57921928805714e-06 0.000127145204014098 "CLH_DROME" "chr_02"
"evgLocus_310491" 204.852966033559 3.43794462378137 0.776905188573764 4.42517912654531 9.63622907246667e-06 0.000127797741591362 "FAAH2_HUMAN" "chr_05"
"evgLocus_692609" 101.720428698672 6.81505469299663 1.54081141646637 4.42302972327788 9.73263455307948e-06 0.000128687539450695 "." "chr_20"
"evgLocus_758491" 296.660055257024 3.66235401684138 0.829658830294365 4.41428920311976 1.01342408100491e-05 0.000133209237960015 "." "chr_19"
"evgLocus_146663" 79.9921416962374 9.62146838723684 2.18123719432975 4.41101426852998 1.02887537250935e-05 0.000135022274912871 "." "chr_08"
"evgLocus_825557" 27.4467292779834 8.07885170868237 1.83173213143007 4.41049844027961 1.03132948967752e-05 0.000135235362873495 "DDX52_RAT" NA
"evgLocus_762236" 28.1703492844118 8.11356185274424 1.84009184294726 4.40932439532411 1.03693601316718e-05 0.00013575192854052 "." "chr_01"
"evgLocus_6299" 98.3011943989353 3.66212010074991 0.830934781109487 4.40722928442128 1.04701337619488e-05 0.000136894189529074 "RM42_HUMAN" "chr_10"
"evgLocus_538355" 406.787777406137 4.58013739797395 1.03956476444774 4.40582208498293 1.0538343540512e-05 0.00013763228781137 "IF4G2_PONAB" "chr_14"
"evgLocus_283831" 106.924358418169 10.0396240112642 2.27885475182517 4.40555678382893 1.05512506708112e-05 0.000137690439442974 "." "chr_17"
"evgLocus_243241" 134.217751662237 4.66005440423843 1.05791365024996 4.40494779809051 1.0580935472485e-05 0.000137858424709304 "." "chr_22"
"evgLocus_282192" 232.820268531937 7.35572347264675 1.66987847171959 4.40494538807488 1.05810531061421e-05 0.000137858424709304 "." "chr_07"
"evgLocus_1325" 178.701045949257 3.49479395753185 0.793484193534003 4.40436493380771 1.06094216709027e-05 0.00013811753903463 "TBCA_RAT" NA
"evgLocus_822120" 161.627334460984 4.31230812501858 0.979368851402266 4.40315017048397 1.06690260657096e-05 0.000138561210929941 "." "chr_13"
"evgLocus_208114" 27.6392710726853 8.09000771555444 1.83798681292558 4.40155917260218 1.07475747987228e-05 0.000139470122049402 "PITH1_DROME" "chr_01"
"evgLocus_169208" 486.12509345276 5.69861856869364 1.2949387189604 4.40068590525164 1.07909230542627e-05 0.000139619575138225 "RL23A_RAT" "chr_20"
"evgLocus_295661" 212.305004993944 3.98853264920966 0.906646490961161 4.39921478654962 1.08643258828021e-05 0.000140092170488769 "EIF3L_DROWI" "chr_07"
"evgLocus_830044" 37.4838350061668 7.13895787741106 1.62309563817414 4.39835935080315 1.09072275905221e-05 0.000140534104856996 "." NA
"evgLocus_280826" 85.6733868170247 6.24438594484765 1.42071019550972 4.39525665725748 1.10641947905105e-05 0.000142106388889083 "." "chr_15"
"evgLocus_254046" 214.840185365279 4.8158643156904 1.09615437033359 4.39341797654358 1.11582300552158e-05 0.000143088924944287 "." "chr_07"
"evgLocus_659983" 116.926477563904 5.53342530427482 1.260413055883 4.39016819006076 1.13263021975896e-05 0.000144901930549839 "." "chr_09"
"evgLocus_282346" 94.8646885307876 3.66122980584835 0.834122478422306 4.38931919539365 1.13706069760004e-05 0.000145187300703698 "ECM29_DROME" "chr_13"
"evgLocus_6138" 100.02863904102 3.67728348422562 0.837779456274202 4.38932162478578 1.13704799624918e-05 0.000145187300703698 "." "chr_15"
"evgLocus_763973" 81.0897970497359 4.58382628056896 1.04463584639624 4.38796571684013 1.14415805265405e-05 0.000145804053564349 "." "chr_13"
"evgLocus_301981" 1355.14121033224 5.65074976906717 1.28793043457608 4.38746505041407 1.14679414050435e-05 0.000146025718313165 "ATP5L_PONAB" "chr_10"
"evgLocus_311349" 47.557111480193 4.69864366111196 1.07217052217804 4.38236601727027 1.17397363150084e-05 0.000149030195421258 "ZN648_HUMAN" "chr_17"
"evgLocus_8577" 93.6369495969314 5.19580150350473 1.18561941735191 4.38235189763475 1.17404974042413e-05 0.000149030195421258 "." "chr_27"
"evgLocus_762841" 24.4000077930846 7.91009850950903 1.80535116901783 4.38147361314331 1.1787932168199e-05 0.000149515781379509 "LYS_HYACE" "chr_19"
"evgLocus_422732" 31.5468463993975 8.2783368842558 1.89031750598218 4.37933672944245 1.1904107030141e-05 0.00015087181874932 "." "chr_09"
"evgLocus_496707" 83.9573051259706 3.83576272084135 0.875966838459338 4.37889033286665 1.19285136440698e-05 0.000151063587252971 "TIM9_DROME" "chr_16"
"evgLocus_361885" 890.256580399357 6.41351896752532 1.4658976383663 4.37514789550585 1.21350174285429e-05 0.000153321096851241 "EF2_BOMMO" "chr_14"
"evgLocus_761665" 60.3208616970876 5.88052913856151 1.34650747472578 4.36724581848987 1.25823091369087e-05 0.000157748642497071 "." "chr_02"
"evgLocus_315113" 80.7556451588416 5.24529052671814 1.20114925488605 4.36689321113198 1.26026304671186e-05 0.00015788187675961 "." "chr_14"
"evgLocus_223799" 52.0524588324209 6.55972045545719 1.5022140909734 4.36670145412272 1.26136948751805e-05 0.000157899027469016 "." "chr_13"
"evgLocus_478194" 88.4236977723439 6.04434981722967 1.38442857192701 4.36595281244192 1.26569804096828e-05 0.000158319188135249 "." "chr_28"
"evgLocus_35053" 192.024366652902 10.8841496824243 2.49382710616481 4.36443635387486 1.27450948816755e-05 0.000159176852180189 "EFHD2_DROME" "chr_05"
"evgLocus_281149" 198.223131808126 10.9304471999993 2.5050636607199 4.36334108844885 1.28090994495551e-05 0.000159853634969697 "SERA_MANSE" "chr_13"
"evgLocus_239863" 43.9336376171509 5.41103738512563 1.2405584752827 4.36177535596825 1.29011297319505e-05 0.000160878865861061 "." "chr_11"
"evgLocus_822067" 156.037706565853 4.10753638292088 0.942451597209616 4.3583526146938 1.31045127095406e-05 0.000162916102280594 "EPN2_RAT" "chr_15"
"evgLocus_474910" 3614.61996288161 4.68979619291401 1.07836309483572 4.3489954500237 1.36762549379728e-05 0.00016899202421838 "JUPIT_DROGR" "chr_09"
"evgLocus_253785" 100.14221888068 5.62666612457776 1.29396161736475 4.3484026489417 1.37132665379466e-05 0.000169320893735404 "." "chr_12"
"evgLocus_265265" 487.374252829888 5.93398348015665 1.36558042916948 4.34539288452282 1.39026601915369e-05 0.000171399488175148 "." "chr_03"
"evgLocus_228623" 5529.2025893157 4.42846896939948 1.02009136159676 4.34124739814241 1.41676091492732e-05 0.000174007302115433 "RS17_SPOFR" "chr_04"
"evgLocus_16849" 258.965788246989 6.91415880822836 1.59324415125976 4.33967311460796 1.42694818191538e-05 0.000175126436252252 "." "chr_18"
"evgLocus_448272" 252.317456601738 8.81202031350639 2.03211827499489 4.33637176631786 1.44853869080445e-05 0.000177508661538309 "." "chr_20"
"evgLocus_56104" 448.581196938531 3.42108282096807 0.789197509328559 4.33488801032671 1.45834346260343e-05 0.000178575801744057 "." "chr_16"
"evgLocus_50055" 52692.295468403 4.87789955035438 1.12591454372311 4.33238879233626 1.47500171481748e-05 0.000180209136740566 "COX1_DICCI" NA
"evgLocus_314211" 110.110346809093 5.36113455742044 1.2375137353008 4.3321818614945 1.47638909253025e-05 0.00018024342399511 "." NA
"evgLocus_438124" 39.668939294221 8.60988990873085 1.98770802695155 4.3315667049629 1.48052079056517e-05 0.000180342270719105 "." NA
"evgLocus_738259" 26.2358602595804 8.01125231541373 1.84971261605387 4.33107945844296 1.48380120375213e-05 0.000180606774322177 "." NA
"evgLocus_49719" 39.0732132635891 5.76292865328809 1.330660495902 4.33087829016944 1.48515760031596e-05 0.000180636868399893 "NOLC1_HUMAN" "chr_13"
"evgLocus_750590" 438.995952211343 10.4522061163677 2.41485762244308 4.32829083554556 1.50270950443376e-05 0.000182091718669703 "." "chr_07"
"evgLocus_759514" 46.3667898634126 4.75391428123608 1.09859772957159 4.32725660473549 1.50978035081973e-05 0.00018267669237333 "." "chr_28"
"evgLocus_210182" 281.315535948556 9.28574874920096 2.14644278914899 4.32611052861209 1.51765291463816e-05 0.00018349291290124 "." "chr_08"
"evgLocus_121129" 138.162287538445 7.27917260639597 1.68342429043063 4.3240273101524 1.53206317920169e-05 0.000184823562492435 "SP77B_DROME" NA
"evgLocus_703515" 91.3387933466048 6.65840154917611 1.54030458839232 4.32278238950502 1.5407368517857e-05 0.000185732349135321 "E75_MANSE" "chr_20"
"evgLocus_583050" 543.936596755452 5.27689532184201 1.2220278287956 4.31814660640158 1.57344905945585e-05 0.000189115803559394 "." "chr_18"
"evgLocus_225054" 121.020606548898 8.85653355308652 2.05190494835126 4.31624942481029 1.58702646177306e-05 0.000190607027702331 "." NA
"evgLocus_282360" 83.573498894402 9.68378675846628 2.24435972534375 4.31472132079143 1.59804364966763e-05 0.000191788790556279 "CD63_RAT" "chr_20"
"evgLocus_311667" 89.5132818034517 7.02461763346006 1.62821528212378 4.3143051846912 1.60105647722959e-05 0.000192008879146989 "." "chr_23"
"evgLocus_705212" 87.6060940472459 9.75256236799862 2.26129669549081 4.31281856443072 1.61186389763489e-05 0.000192878879036604 "SERA_MANSE" "chr_13"
"evgLocus_512890" 51.8936610889974 6.19904190926615 1.43858170087279 4.30913441030508 1.63894742979371e-05 0.000195831972425682 "UBQL1_RAT" NA
"evgLocus_627932" 128.572303497242 6.95817083082574 1.61472197608619 4.30920674510863 1.63841152100701e-05 0.000195831972425682 "COPB_CHICK" "chr_17"
"evgLocus_478596" 157.54837210856 7.24087438284846 1.68106777679436 4.3073066314174 1.65254452300857e-05 0.00019716732675251 "." "chr_28"
"evgLocus_385927" 131.83377134263 6.43225046787621 1.49353561780418 4.30672719900245 1.65687739567067e-05 0.000197539570028495 "PPIA_DROME" "chr_10"
"evgLocus_121052" 110.591192791702 7.34297828549388 1.70538013138342 4.30577215622723 1.66404264233801e-05 0.000198103790008164 "AQP_AEDAE" "chr_11"
"evgLocus_759297" 2926.92069260564 5.03917514137534 1.17106918786658 4.30305501467043 1.6845899881791e-05 0.000200257171879451 "NU5M_DROME" NA
"evgLocus_49396" 53360.8417717417 5.21357236823976 1.21166539202992 4.30281528426375 1.68641441964232e-05 0.000200327828142194 "RUVB2_DROPS" NA
"evgLocus_660605" 150.967558046291 3.6953164761788 0.859047374218292 4.3016445740742 1.69535101330741e-05 0.000200803538928905 "." NA
"evgLocus_124469" 4286.34055023668 2.81495351634474 0.654835306804302 4.29871982633642 1.71787464606347e-05 0.000202805807218267 "PEB3_DROME" "chr_14"
"evgLocus_281933" 97.8288150333137 5.59493346306009 1.30271179845783 4.29483594889019 1.74822563120729e-05 0.000205831793748754 "SEPIA_DROME" "chr_07"
"evgLocus_310879" 453.902339543859 4.60105342420572 1.07132914659393 4.29471506383804 1.74917845111307e-05 0.000205831793748754 "." "chr_12"
"evgLocus_861690" 158.243001500596 5.85259073597472 1.36287928539566 4.29428401964129 1.75257998489043e-05 0.000206083159811737 "." "chr_13"
"evgLocus_281428" 27.1798593006444 8.06258572028732 1.87780088247452 4.29363187307838 1.75773830541204e-05 0.000206391680187026 "NOC2L_DROME" "chr_01"
"evgLocus_483855" 66.5380327116009 4.11366480598758 0.958053961062718 4.29377151306229 1.75663257148713e-05 0.000206391680187026 "." "chr_08"
"evgLocus_797462" 40.5766666367033 5.04566135273119 1.17686838514134 4.28736247522294 1.80807125558728e-05 0.000211996029290817 "HARB1_MOUSE" NA
"evgLocus_312129" 23.7666284759761 7.86883835559297 1.83581433634902 4.28629311787712 1.81679236554282e-05 0.000212865327087988 "." "chr_29"
"evgLocus_480351" 64.392362206681 4.79936424596742 1.12090216248374 4.28169773116754 1.85472811379544e-05 0.000216842082277621 "." NA
"evgLocus_253766" 162.816380214276 7.05677622085582 1.64829231871045 4.28126500424192 1.85833896844681e-05 0.00021695274867473 "." NA
"evgLocus_663066" 129.331908904346 7.57883645676446 1.77326295558951 4.27394957576663 1.92040483760931e-05 0.000223397951323609 "." "chr_11"
"evgLocus_435425" 238.486695662901 4.77895486744071 1.11863112886773 4.27214543213895 1.93601239120944e-05 0.00022505280373474 "." "chr_13"
"evgLocus_488909" 772.717318473119 4.76044018586364 1.11528123204677 4.26837648574723 1.96900803265312e-05 0.000228679649379238 "TBB_STRPU" "chr_26"
"evgLocus_279475" 360.440692516264 3.41845776222128 0.801172385928943 4.26681925420788 1.98279673590507e-05 0.000229998772371438 "CDR2L_HUMAN" "chr_20"
"evgLocus_882754" 34.2870338549845 8.39836894023084 1.96924334205687 4.26476949845049 2.00108678114033e-05 0.000231460932653774 "." "chr_12"
"evgLocus_457301" 102.642003887752 5.07534164695367 1.19097249944611 4.261510361754 2.03049937734254e-05 0.000234363663071585 "." "chr_14"
"evgLocus_794310" 19.8224863064924 7.60742497913284 1.7857890738537 4.25997957458445 2.04445585904204e-05 0.000235640538714499 "MYLIP_MOUSE" "chr_26"
"evgLocus_128136" 50.5341791371969 7.58123142939487 1.77983058013392 4.25952420079469 2.04862518552042e-05 0.000235954100221963 "." "chr_03"
"evgLocus_758475" 33.9949610525103 5.41245151146215 1.27108337610836 4.2581404282332 2.06134451251874e-05 0.000237251284317175 "MYPT2_MOUSE" "chr_Z"
"evgLocus_297583" 59.9322179930393 4.94049019398953 1.16053096412384 4.25709468055377 2.07100663541211e-05 0.000238189392145325 "." NA
"evgLocus_776827" 79.4075074027182 6.45143375743223 1.51567909006928 4.25646418143654 2.07685291394241e-05 0.000238530511681707 "." "chr_19"
"evgLocus_264244" 184.96478238343 10.8300993409739 2.54469131587769 4.25595799121063 2.08155791100901e-05 0.00023890241112539 "." "chr_24"
"evgLocus_170146" 64.8373228126588 7.79490460493534 1.83193248893415 4.25501739393822 2.09032764770685e-05 0.000239631456974364 "." "chr_15"
"evgLocus_281977" 51.070684601079 8.97435549243894 2.10945729705361 4.25434328771381 2.09663435967052e-05 0.000240125085665219 "RPIA_MOUSE" "chr_17"
"evgLocus_331538" 27.6804569975624 8.09139577008883 1.90255856301933 4.25290234285767 2.11017615850853e-05 0.000241336579476615 "ALDR_RABIT" NA
"evgLocus_426221" 28.4770873362818 4.76706557878337 1.12286391942138 4.24545262905933 2.18152595654014e-05 0.000248623734976996 "." "chr_01"
"evgLocus_172701" 62.6672122024244 4.62206248654454 1.08989900237132 4.24081724681665 2.22707414941179e-05 0.000253283027914248 "." "chr_26"
"evgLocus_281482" 83.9116310292772 9.68966572736246 2.28550890145323 4.23960970845545 2.23908744318581e-05 0.000254294129007839 "." "chr_14"
"evgLocus_375023" 22.5556643026442 7.79456007236043 1.83888270571164 4.23874782668314 2.24769963759159e-05 0.000254739292260381 "DHX8_DROME" "chr_20"
"evgLocus_661053" 167.368201903669 8.22336847447551 1.9410510321816 4.23655449451684 2.26975852894382e-05 0.000256881774860174 "." "chr_24"
"evgLocus_764630" 68.2943731731417 7.17724460075198 1.69422534888676 4.23629867506585 2.27234474467987e-05 0.000256995878554558 "MSTAA_DROME" "chr_05"
"evgLocus_281174" 100.766286882524 4.6790546226409 1.10543713440306 4.23276410482412 2.30836590668595e-05 0.000260527007320079 "." "chr_05"
"evgLocus_282453" 42.6674628264336 4.63235336799899 1.09476747184101 4.23135824469556 2.32284367014939e-05 0.000261798145412131 "." "chr_17"
"evgLocus_605810" 466.14484348234 3.83363716608453 0.906237731012346 4.23027759151236 2.3340310960946e-05 0.00026269544181753 "." "chr_10"
"evgLocus_456268" 21.8224304871591 7.74863769473866 1.83223366933582 4.22906631638721 2.34663172030215e-05 0.000263931244453321 "COPZ1_BOVIN" "chr_24"
"evgLocus_187069" 268.413737867338 3.75341708752859 0.8886303253528 4.22382286586768 2.40192858809353e-05 0.000269035825211081 "TIM8_DROME" "chr_17"
"evgLocus_350000" 21.6730581657184 7.73912013972837 1.8327742798563 4.22262589822854 2.41472435515667e-05 0.000270283167340767 "FCL_CAEEL" "chr_03"
"evgLocus_331066" 50.9083774030698 7.45828198071344 1.76703054570583 4.22079969066651 2.43437182240259e-05 0.000272108301301638 "IAP_GVCPM" "chr_18"
"evgLocus_158040" 85.6787262345942 4.77009476989987 1.13104776725158 4.21741230389506 2.47121878528645e-05 0.000275148797850309 "NU4M_DROME" NA
"evgLocus_707068" 2346.20078408388 6.59901205072035 1.56534117995652 4.21570206879989 2.4900231639056e-05 0.000276699924791393 "RL23A_RAT" "chr_20"
"evgLocus_661124" 107.0511312441 3.39198320411442 0.804694108645699 4.21524547982975 2.49506642535282e-05 0.000276991491501677 "." "chr_20"
"evgLocus_133758" 158.883610916393 5.18965417079277 1.23153552233632 4.213970345693 2.50920245309039e-05 0.000278371056887126 "." "chr_07"
"evgLocus_301244" 6532.15341539583 3.90083176006248 0.925888383041068 4.21306912529807 2.51923921917016e-05 0.000279294281302962 "RL37A_DROME" "chr_05"
"evgLocus_281870" 91.681156601034 3.86643603186462 0.918692114375903 4.20863091275276 2.56922660141135e-05 0.000283869907941555 "PR38B_HUMAN" "chr_11"
"evgLocus_605554" 51.8224132130629 8.99623865977192 2.13777483050502 4.20822554901475 2.57383891522562e-05 0.000284186715751623 "RL4_DROME" NA
"evgLocus_484409" 41.1738187295408 6.4108991557584 1.52399368676564 4.20664416882473 2.59190759084766e-05 0.000285987852469817 "TIS11_DROME" "chr_16"
"evgLocus_407241" 91.4963050030628 6.35827501184824 1.51205152335246 4.20506504814792 2.61007078979127e-05 0.000287602252249937 "." "chr_20"
"evgLocus_471504" 901.540458061253 4.07415208949628 0.969231703871946 4.20348619759404 2.62835186115043e-05 0.000289420814135875 "." "chr_28"
"evgLocus_301647" 18.381290710575 7.49901867112312 1.78544602430421 4.20008141889671 2.6681901513635e-05 0.000293212852935938 "SNR25_HUMAN" "chr_01"
"evgLocus_626638" 122.122084734289 5.81890836199134 1.38535079033266 4.20031403063917 2.66545025764834e-05 0.000293212852935938 "." "chr_19"
"evgLocus_58041" 119.193677759737 4.15214442362174 0.988644450966525 4.19983586572756 2.67108538576471e-05 0.000293333085587081 "ING3_MOUSE" "chr_05"
"evgLocus_560497" 397.387196656085 3.72104534012537 0.886640618049878 4.1967909707426 2.7072358275349e-05 0.000296663160645623 "CX6B1_TARSY" NA
"evgLocus_859380" 2013.66872300422 5.07906173096298 1.21026030601941 4.19666885355283 2.70869532039814e-05 0.000296663160645623 "RL5_BOMMO" "chr_11"
"evgLocus_537427" 18.2272510379935 7.48827134536482 1.78501397487194 4.19507715389289 2.72778720103939e-05 0.000298152633262601 "." "chr_16"
"evgLocus_274105" 33.0091306124211 4.2579656058578 1.01571495959306 4.19208712606115 2.76399800057669e-05 0.000301100143393927 "." "chr_24"
"evgLocus_761790" 43.9434368989072 6.31267176019687 1.50634962456892 4.1907082241969 2.78085078045612e-05 0.000302531301339401 "." "chr_07"
"evgLocus_257589" 109.063572836432 4.17656531194376 0.996711826950498 4.19034388778371 2.7853199484708e-05 0.000302815224838421 "." "chr_11"
"evgLocus_296610" 99.6649007131071 9.93773973886673 2.37225924910094 4.1891457447718 2.80006528931404e-05 0.000304182075056734 "." "chr_13"
"evgLocus_313042" 23.2795399729008 7.84305465913208 1.87228905323473 4.18901912906115 2.8016278557356e-05 0.000304182075056734 "EFMT2_MOUSE" NA
"evgLocus_471324" 76.8107053826744 7.35537325962976 1.75638603106706 4.18778852116076 2.81685805316959e-05 0.000305428430452197 "." "chr_12"
"evgLocus_690487" 47.5273876981854 5.26052604098652 1.25728884782024 4.18402346454173 2.86394530392781e-05 0.00030970925112728 "GST2_MANSE" "chr_05"
"evgLocus_725856" 99.1033319257977 6.44798987815964 1.54148807599567 4.18296448643938 2.87732352846538e-05 0.00031094950885592 "." "chr_20"
"evgLocus_760157" 45.3569231302392 4.93546676022308 1.18049278978714 4.18085294795661 2.90417642615428e-05 0.000313227928982441 "." NA
"evgLocus_279936" 20.8252021900912 7.67787990437505 1.83773939936767 4.17789372476687 2.94221064218379e-05 0.000316282788901684 "PAPSS_URECA" "chr_13"
"evgLocus_311762" 31.6134730113105 6.79646109409179 1.6267274937927 4.17799608110509 2.94088721162736e-05 0.000316282788901684 "COQ9_DROME" "chr_07"
"evgLocus_301502" 275.811548294964 6.6052157812933 1.58204134801468 4.17512209120341 2.97826281388321e-05 0.000319525613879459 "." "chr_19"
"evgLocus_692076" 813.666638269755 5.15510346655484 1.2354534248997 4.17264088039041 3.01089312574246e-05 0.000322389253424337 "." "chr_24"
"evgLocus_114336" 146.337133484093 3.68041021761077 0.882293500094826 4.1714125936723 3.02717173422126e-05 0.000323919309221599 "BOLA2_HUMAN" "chr_02"
"evgLocus_281658" 116.925637706343 4.02735568192315 0.96616817904443 4.16837955262233 3.0677279691015e-05 0.000327613230851063 "." "chr_05"
"evgLocus_37984" 1559.33814778822 3.21176121702745 0.770859065320789 4.166470061153 3.09352498438558e-05 0.000329935480652937 "USMG5_HUMAN" "chr_11"
"evgLocus_773265" 79.5532749614665 8.24703013011331 1.97976689483129 4.16565715471067 3.10456970252064e-05 0.000330896741984628 "." NA
"evgLocus_727532" 89.6220271063856 5.90787094440043 1.41865107705583 4.16442847712857 3.1213345245777e-05 0.000332248719393938 "." NA
"evgLocus_795581" 39.6471922381973 5.63827246312265 1.35390985840791 4.16443711382145 3.12121638065101e-05 0.000332248719393938 "." "chr_19"
"evgLocus_880619" 121.650818978648 10.2255957554125 2.45646739653328 4.1627239872361 3.14473411343137e-05 0.000334302478925218 "BUN2_DROME" "chr_10"
"evgLocus_54914" 83.6851973448635 5.56774346731494 1.33810779594544 4.16090802563559 3.16984735486065e-05 0.000336752341952124 "PSB6_MOUSE" "chr_11"
"evgLocus_446516" 24.7560908295605 7.92658965668289 1.90738466823233 4.15573732383457 3.24240177854926e-05 0.000343340411999046 "ABCGN_DICDI" "chr_29"
"evgLocus_119058" 25.3495426897148 7.96450771140902 1.91732777186527 4.15396252444659 3.2676671488769e-05 0.00034534216214542 "KCP_HUMAN" "chr_20"
"evgLocus_76941" 72.334502843749 3.64732974348654 0.878694466078832 4.15085093202273 3.31241459955477e-05 0.000349617525394355 "." "chr_Z"
"evgLocus_487023" 40.743711581003 8.64638887670059 2.08319420080889 4.15054384912519 3.31686214437776e-05 0.000349860212974975 "IP3KH_CAEEL" "chr_20"
"evgLocus_340961" 1422.17502096209 4.32548726135534 1.04226107957132 4.15009957306899 3.32330672736758e-05 0.000350313096193582 "." "chr_07"
"evgLocus_332471" 176.512108733618 4.89054791721835 1.1796696619 4.1456927097214 3.38787926475783e-05 0.000356197557816953 "." "chr_11"
"evgLocus_255342" 88.5546079066643 5.21034831203326 1.25817179907392 4.14120576845574 3.454848484947e-05 0.000362069899780224 "." "chr_20"
